index,arch_str,accuracy_test,edgegpu_latency_ms,raspi4_latency_ms,edgetpu_latency_ms,pixel3_latency_ms,eyeriss_latency_ms,fpga_latency_ms
3735,|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|none~0|none~1|nor_conv_1x1~2|,33.6167,5.639334,6.638444,0.783347,4.599780,1.283200,1.504000
3736,|skip_connect~0|+|none~0|none~1|+|skip_connect~0|avg_pool_3x3~1|avg_pool_3x3~2|,21.0000,4.093685,3.138950,-1.000000,1.290370,1.160320,0.489120
3737,|none~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,41.9000,5.580611,8.542445,-1.000000,5.215770,1.590400,1.436800
3738,|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,45.1667,7.153392,8.632238,0.966822,7.554170,1.651840,2.038400
3739,|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|skip_connect~0|skip_connect~1|nor_conv_1x1~2|,37.6000,5.871048,5.396669,0.933825,3.809780,1.283200,0.995200
3740,|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|skip_connect~1|none~2|,40.7833,4.125347,3.830734,0.637068,2.963250,1.590400,1.436800
3741,|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|nor_conv_1x1~0|none~1|skip_connect~2|,32.0000,4.950261,3.779294,0.763891,1.727660,1.221760,0.620320
3742,|nor_conv_1x1~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|nor_conv_1x1~0|none~1|avg_pool_3x3~2|,36.7833,6.867003,4.220419,0.974720,2.289530,1.344640,0.882720
3743,|none~0|+|avg_pool_3x3~0|skip_connect~1|+|none~0|none~1|nor_conv_1x1~2|,17.0500,3.976436,2.141624,-1.000000,1.205950,0.853120,0.517920
3744,|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|none~0|none~1|nor_conv_1x1~2|,32.1333,5.725455,7.761630,0.818263,5.689860,1.590400,1.436800
3745,|none~0|+|nor_conv_3x3~0|none~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,42.9833,4.515514,5.428740,0.600477,3.267270,0.914560,0.969600
3746,|none~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|skip_connect~0|avg_pool_3x3~1|none~2|,28.5333,2.812371,1.574152,-1.000000,1.002370,1.528960,1.344000
3747,|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|avg_pool_3x3~0|avg_pool_3x3~1|none~2|,14.7778,3.016515,2.240194,0.666620,1.446840,1.221760,0.620320
3748,|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|,42.5000,7.342196,8.750907,-1.000000,7.197200,1.651840,2.038400
3749,|nor_conv_3x3~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|avg_pool_3x3~1|skip_connect~2|,35.5333,5.904016,8.658590,0.996565,3.510920,1.590400,0.956320
3750,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,24.0667,5.957890,10.970520,0.983881,4.986560,1.897600,1.369600
3751,|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_1x1~1|avg_pool_3x3~2|,41.8667,7.162638,7.355931,1.035549,5.133040,1.651840,1.529600
3752,|nor_conv_1x1~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|nor_conv_1x1~1|skip_connect~2|,33.1667,6.518207,2.929007,0.665745,1.135100,0.607360,0.677920
3753,|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|skip_connect~2|,36.0667,6.107030,8.497210,0.946228,3.339830,1.590400,0.956320
3754,|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,38.9333,7.154045,11.811821,1.641790,7.267930,2.327680,1.996800
3755,|nor_conv_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|none~1|nor_conv_3x3~2|,39.1333,5.104895,7.082359,0.762243,4.538380,1.528960,1.344000
3756,|nor_conv_1x1~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|avg_pool_3x3~1|skip_connect~2|,36.6667,6.417193,3.687751,0.770598,1.538040,0.976000,0.780320
3757,|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|,37.8333,5.920100,6.349434,1.036764,3.590000,1.651840,1.087520
3758,|none~0|+|nor_conv_1x1~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,35.3333,5.996385,3.606933,-1.000000,1.504680,0.976000,0.780320
3759,|skip_connect~0|+|none~0|skip_connect~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,39.8667,4.856606,3.853963,0.633847,2.530510,0.853120,0.876800
3760,|avg_pool_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_3x3~0|none~1|nor_conv_3x3~2|,38.4667,5.136490,6.977569,0.940765,4.983150,1.897600,1.369600
3761,|avg_pool_3x3~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|,36.6333,5.908275,8.981473,0.945873,3.342830,1.590400,0.956320
3762,|none~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|skip_connect~1|skip_connect~2|,40.8167,6.442065,4.599682,-1.000000,2.750310,0.914560,0.969600
3763,|none~0|+|skip_connect~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_3x3~1|skip_connect~2|,21.2333,4.938970,3.888912,-1.000000,2.712600,1.160320,0.809600
3764,|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|none~1|skip_connect~2|,34.0833,5.603271,3.828316,0.729951,1.315430,0.914560,0.649120
3765,|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,40.6667,6.342883,11.004388,1.136732,5.280740,1.959040,1.462400
3766,|avg_pool_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|skip_connect~0|skip_connect~1|skip_connect~2|,26.7000,4.995608,3.937736,0.828840,2.895970,1.160320,0.809600
3767,|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,40.5500,7.924600,11.654468,1.227881,9.397660,2.020480,2.572800
3768,|skip_connect~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,26.9111,5.011563,2.956177,0.788736,1.701100,1.221760,0.620320
3769,|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_3x3~2|,40.9778,5.661440,6.194790,0.908106,3.788880,1.283200,0.995200
3770,|nor_conv_1x1~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|nor_conv_1x1~1|none~2|,26.0000,3.322616,2.188523,0.690391,0.969510,0.914560,0.649120
3771,|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,45.2500,7.540293,9.347889,1.328349,8.491100,2.020480,2.064000
3772,|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|skip_connect~0|none~1|avg_pool_3x3~2|,39.5000,5.006180,4.497818,0.701506,3.426860,1.221760,0.902400
3773,|avg_pool_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|avg_pool_3x3~1|skip_connect~2|,25.7556,5.646710,5.643217,1.233046,4.228230,1.897600,0.927520
3774,|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|nor_conv_1x1~1|avg_pool_3x3~2|,26.4000,5.426278,2.930824,0.868549,1.763630,1.221760,0.620320
3775,|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,42.1667,6.850467,9.347495,1.362980,8.746540,2.327680,1.996800
3776,|nor_conv_1x1~0|+|skip_connect~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_1x1~1|none~2|,37.5333,3.357229,2.191733,0.527327,1.031440,0.914560,0.969600
3777,|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|avg_pool_3x3~1|avg_pool_3x3~2|,24.1000,5.272555,3.807165,0.848431,1.687320,1.221760,0.620320
3778,|nor_conv_1x1~0|+|nor_conv_3x3~0|skip_connect~1|+|none~0|none~1|skip_connect~2|,40.6222,5.118122,3.806502,0.568414,2.701530,0.853120,0.876800
3779,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_3x3~2|,44.2833,7.344041,10.375300,1.080779,5.553790,1.713280,1.622400
3780,|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,40.0167,6.551485,9.811492,0.950256,5.057420,1.651840,1.529600
3781,|avg_pool_3x3~0|+|none~0|nor_conv_3x3~1|+|none~0|none~1|nor_conv_3x3~2|,2.0833,4.394588,6.471224,-1.000000,4.462330,1.528960,1.344000
3782,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|none~2|,41.8667,3.392653,3.755286,0.551456,2.474550,0.976000,1.062400
3783,|avg_pool_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,36.6333,5.755057,11.684164,1.316038,5.402590,2.266240,1.395200
3784,|skip_connect~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_1x1~1|skip_connect~2|,33.0667,5.698342,5.526131,0.929677,2.959830,1.221760,0.902400
3785,|avg_pool_3x3~0|+|skip_connect~0|none~1|+|skip_connect~0|nor_conv_3x3~1|skip_connect~2|,31.4333,3.744578,3.846764,-1.000000,2.675710,1.160320,0.809600
3786,|none~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,38.4000,6.723561,5.541288,-1.000000,3.156170,1.283200,0.995200
3787,|skip_connect~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|none~0|nor_conv_3x3~1|nor_conv_3x3~2|,42.2778,6.253300,7.982930,0.917285,6.365000,1.590400,1.945600
3788,|nor_conv_1x1~0|+|skip_connect~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|nor_conv_1x1~2|,42.2333,5.828056,5.318777,0.855842,3.146510,1.283200,0.995200
3789,|avg_pool_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_1x1~1|none~2|,19.9000,3.112526,2.837103,-1.000000,1.443000,1.590400,0.722720
3790,|nor_conv_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|,31.4000,5.218406,6.782169,1.109535,3.114310,1.528960,0.835200
3791,|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|none~0|skip_connect~1|nor_conv_1x1~2|,18.5667,5.537157,4.427450,-1.000000,2.689020,0.914560,0.969600
3792,|nor_conv_3x3~0|+|skip_connect~0|skip_connect~1|+|none~0|none~1|skip_connect~2|,39.0222,4.222460,3.170453,0.514853,2.265800,0.791680,0.784000
3793,|none~0|+|skip_connect~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|none~2|,27.6667,2.766042,3.185719,-1.000000,2.261460,0.853120,0.876800
3794,|nor_conv_1x1~0|+|none~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_3x3~2|,43.6333,7.001233,10.141783,0.870780,4.905020,1.344640,1.596800
3795,|avg_pool_3x3~0|+|none~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|nor_conv_3x3~2|,27.4667,5.380874,8.940867,0.935814,4.945830,1.897600,1.369600
3796,|avg_pool_3x3~0|+|avg_pool_3x3~0|none~1|+|skip_connect~0|nor_conv_3x3~1|skip_connect~2|,27.6000,4.116850,4.579703,-1.000000,3.244330,1.528960,0.835200
3797,|avg_pool_3x3~0|+|none~0|skip_connect~1|+|skip_connect~0|nor_conv_3x3~1|none~2|,34.1000,2.798877,3.815242,-1.000000,2.912590,1.160320,0.809600
3798,|none~0|+|avg_pool_3x3~0|skip_connect~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_3x3~2|,23.4444,4.308825,7.354396,-1.000000,3.507390,1.528960,0.835200
3799,|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|,26.5667,5.061364,2.911503,0.849182,1.748350,1.221760,0.620320
3800,|none~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|avg_pool_3x3~2|,19.2667,5.379815,3.810920,-1.000000,1.749560,1.221760,0.620320
3801,|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_1x1~2|,34.6667,5.693927,4.498437,0.839536,1.824220,0.976000,0.780320
3802,|nor_conv_1x1~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_3x3~0|skip_connect~1|none~2|,41.3000,4.547548,3.798351,0.569641,2.976700,1.590400,1.436800
3803,|nor_conv_1x1~0|+|nor_conv_3x3~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_3x3~2|,44.9333,6.250138,12.911998,0.879505,7.931330,1.651840,2.038400
3804,|nor_conv_1x1~0|+|nor_conv_1x1~0|skip_connect~1|+|avg_pool_3x3~0|none~1|nor_conv_1x1~2|,34.0000,5.760493,3.555881,0.763795,1.796400,0.976000,0.780320
3805,|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,39.4000,6.616611,13.305321,1.135379,10.175800,2.266240,2.412800
3806,|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|none~2|,38.3333,3.736095,4.651329,-1.000000,3.286950,1.590400,0.956320
3807,|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,32.5333,5.685763,4.182681,-1.000000,2.259490,1.651840,0.853920
3808,|none~0|+|none~0|none~1|+|none~0|nor_conv_3x3~1|nor_conv_3x3~2|,0.8333,0.699034,0.483371,-1.000000,0.264018,1.160320,1.318400
3809,|avg_pool_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|avg_pool_3x3~0|none~1|skip_connect~2|,27.6000,4.001031,5.227500,-1.000000,3.079980,1.528960,0.835200
3810,|avg_pool_3x3~0|+|none~0|none~1|+|avg_pool_3x3~0|skip_connect~1|avg_pool_3x3~2|,15.4667,4.324970,3.750876,-1.000000,1.651440,1.528960,0.591520
3811,|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_1x1~1|none~2|,42.4000,3.323874,3.816625,0.578681,2.487720,1.283200,1.504000
3812,|nor_conv_3x3~0|+|none~0|nor_conv_1x1~1|+|none~0|nor_conv_1x1~1|nor_conv_1x1~2|,30.7000,5.994344,5.750085,0.649499,2.925730,0.976000,1.062400
3813,|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,29.1222,5.580831,4.513730,0.807191,1.335150,0.914560,0.649120
3814,|skip_connect~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|avg_pool_3x3~2|,30.6500,5.637512,5.569825,1.015094,3.495140,1.897600,0.927520
3815,|nor_conv_1x1~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_3x3~2|,39.8333,6.596384,6.871071,1.281744,3.972600,2.020480,1.189920
3816,|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|skip_connect~0|none~1|skip_connect~2|,41.3667,4.714994,7.202821,-1.000000,4.552650,1.528960,1.344000
3817,|nor_conv_1x1~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,40.7000,5.748639,6.106433,0.852376,3.363910,1.344640,1.116320
3818,|nor_conv_1x1~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,45.3333,7.290840,8.412369,0.964010,4.941310,1.344640,1.596800
3819,|nor_conv_1x1~0|+|nor_conv_3x3~0|skip_connect~1|+|none~0|nor_conv_1x1~1|avg_pool_3x3~2|,38.5333,6.688375,8.790346,0.850645,3.179500,1.283200,0.995200
3820,|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|,43.2667,7.200794,11.712199,1.034259,5.311940,1.651840,1.529600
3821,|nor_conv_1x1~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|avg_pool_3x3~1|nor_conv_3x3~2|,38.8667,5.421000,8.742486,0.879627,3.631470,1.590400,0.956320
3822,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,25.3667,6.151724,14.223840,1.317490,6.480940,2.327680,1.488000
3823,|nor_conv_1x1~0|+|skip_connect~0|none~1|+|nor_conv_3x3~0|nor_conv_3x3~1|none~2|,43.0333,4.351077,8.029608,0.666714,5.173560,1.221760,1.411200
3824,|skip_connect~0|+|nor_conv_1x1~0|none~1|+|skip_connect~0|none~1|avg_pool_3x3~2|,33.0444,3.740478,2.228196,0.606121,1.255310,0.853120,0.517920
3825,|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,41.8444,5.705099,4.657259,0.740772,3.295870,0.914560,0.969600
3826,|avg_pool_3x3~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|skip_connect~1|avg_pool_3x3~2|,36.2000,5.802932,7.591027,1.028902,5.934570,1.897600,1.369600
3827,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,36.5000,6.936021,4.945562,1.125308,2.579180,1.406080,1.013920
3828,|nor_conv_3x3~0|+|none~0|avg_pool_3x3~1|+|none~0|avg_pool_3x3~1|none~2|,21.7333,3.223629,3.716754,-1.000000,3.112840,1.528960,0.835200
3829,|skip_connect~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|none~2|,40.7222,3.468976,3.824967,0.568560,2.969270,1.221760,1.411200
3830,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,43.8000,6.295781,6.739618,0.786445,5.620070,1.283200,1.504000
3831,|none~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,15.8000,5.354300,2.863488,-1.000000,1.665620,1.221760,0.620320
3832,|nor_conv_3x3~0|+|none~0|nor_conv_1x1~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,42.7000,6.860757,6.171396,0.867539,3.671690,1.344640,1.116320
3833,|none~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|skip_connect~1|none~2|,38.2667,2.877154,6.751088,-1.000000,4.258890,1.160320,1.318400
3834,|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,39.3556,5.971680,4.663947,0.825953,2.791360,0.914560,0.969600
3835,|skip_connect~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,39.0222,6.228557,6.313069,0.998018,3.593100,1.651840,1.087520
3836,|none~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|none~2|,39.3333,3.095536,6.558813,-1.000000,4.305070,1.221760,1.411200
3837,|none~0|+|skip_connect~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,14.4667,6.062808,8.580657,-1.000000,5.062910,1.897600,1.369600
3838,|nor_conv_1x1~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|nor_conv_1x1~1|none~2|,35.0000,3.726411,3.555043,-1.000000,1.511140,0.976000,0.780320
3839,|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|skip_connect~0|skip_connect~1|none~2|,21.2667,2.866950,1.586221,0.631733,0.845057,0.853120,0.517920
3840,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|none~0|none~1|none~2|,0.8333,0.557752,0.012879,-1.000000,0.005835,0.914560,0.649120
3841,|nor_conv_1x1~0|+|skip_connect~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_1x1~1|avg_pool_3x3~2|,31.9333,5.836225,3.637376,0.956770,1.727840,1.283200,0.751520
3842,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|skip_connect~0|skip_connect~1|nor_conv_1x1~2|,32.6333,5.738482,3.609851,0.870496,1.536620,0.976000,0.780320
3843,|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|skip_connect~0|avg_pool_3x3~1|avg_pool_3x3~2|,29.1000,6.167607,11.579578,1.400425,5.432140,2.266240,1.395200
3844,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,42.1667,8.375673,8.005205,1.046019,3.704790,1.406080,1.247520
3845,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|avg_pool_3x3~2|,36.6333,7.075653,6.341396,1.159374,3.774290,1.651840,1.087520
3846,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|none~0|nor_conv_3x3~1|nor_conv_1x1~2|,22.7000,6.127605,12.063992,1.024955,5.673660,1.959040,1.462400
3847,|avg_pool_3x3~0|+|none~0|skip_connect~1|+|nor_conv_3x3~0|none~1|none~2|,38.8333,1.804810,3.118778,0.429087,2.530490,1.160320,0.809600
3848,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|none~0|skip_connect~1|skip_connect~2|,17.5111,5.027661,2.944292,0.778674,1.767830,1.221760,0.620320
3849,|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,41.4667,8.056064,15.602797,1.421518,10.617300,2.327680,2.505600
3850,|avg_pool_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|none~2|,32.4000,3.805580,2.226698,0.603505,1.259570,1.221760,0.902400
3851,|nor_conv_1x1~0|+|nor_conv_3x3~0|none~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,41.0667,5.757880,6.196033,0.859326,4.036400,1.344640,1.116320
3852,|skip_connect~0|+|skip_connect~0|none~1|+|nor_conv_3x3~0|nor_conv_3x3~1|skip_connect~2|,40.4111,4.347696,6.295365,0.707158,4.690210,1.160320,1.318400
3853,|nor_conv_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_1x1~0|none~1|avg_pool_3x3~2|,39.2333,5.730696,7.090489,0.837760,3.409240,1.283200,0.995200
3854,|none~0|+|none~0|skip_connect~1|+|none~0|skip_connect~1|nor_conv_3x3~2|,0.8333,0.705600,0.854502,-1.000000,0.619604,0.791680,0.784000
3855,|skip_connect~0|+|nor_conv_3x3~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|skip_connect~2|,41.0889,5.321507,7.411907,0.780720,4.429930,1.221760,1.411200
3856,|avg_pool_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|none~2|,38.9000,3.758788,7.618956,-1.000000,2.892390,1.959040,1.462400
3857,|none~0|+|none~0|nor_conv_3x3~1|+|nor_conv_3x3~0|skip_connect~1|skip_connect~2|,39.6000,4.865556,6.629316,-1.000000,4.115070,1.160320,1.318400
3858,|skip_connect~0|+|nor_conv_3x3~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_3x3~2|,43.6444,5.191817,7.902891,0.799186,4.435430,1.221760,1.411200
3859,|nor_conv_1x1~0|+|skip_connect~0|skip_connect~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,39.6000,5.117722,3.836669,0.636421,2.531340,0.853120,0.876800
3860,|nor_conv_1x1~0|+|nor_conv_1x1~0|skip_connect~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,42.2000,5.243692,7.619389,0.666659,2.750560,0.914560,0.969600
3861,|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_3x3~0|none~1|avg_pool_3x3~2|,34.8667,6.024966,8.921475,0.953291,3.323620,1.590400,0.956320
3862,|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|,40.1333,7.628708,15.453942,1.392506,7.323740,2.327680,1.996800
3863,|avg_pool_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,19.2667,5.366416,6.883553,1.399744,4.325120,2.634880,1.132320
3864,|nor_conv_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|none~1|nor_conv_3x3~2|,37.9667,4.784937,7.684504,0.647365,4.341430,1.221760,1.411200
3865,|avg_pool_3x3~0|+|none~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|avg_pool_3x3~2|,35.3333,6.224957,5.832067,0.947153,3.346290,1.590400,0.956320
3866,|avg_pool_3x3~0|+|skip_connect~0|none~1|+|skip_connect~0|nor_conv_1x1~1|avg_pool_3x3~2|,25.5000,4.120550,2.943629,-1.000000,1.476300,1.221760,0.620320
3867,|avg_pool_3x3~0|+|none~0|none~1|+|avg_pool_3x3~0|none~1|nor_conv_3x3~2|,15.1000,3.132973,3.843001,-1.000000,2.905100,1.528960,0.835200
3868,|nor_conv_1x1~0|+|none~0|skip_connect~1|+|none~0|nor_conv_3x3~1|avg_pool_3x3~2|,37.1333,5.344057,5.249353,0.790120,3.303990,1.221760,0.902400
3869,|nor_conv_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|none~0|skip_connect~1|nor_conv_1x1~2|,39.8333,5.482035,6.647350,1.010851,3.978640,1.590400,0.956320
