index,arch_str,accuracy_test,edgegpu_latency_ms,raspi4_latency_ms,edgetpu_latency_ms,pixel3_latency_ms,eyeriss_latency_ms,fpga_latency_ms
1090,|nor_conv_1x1~0|+|skip_connect~0|skip_connect~1|+|skip_connect~0|none~1|nor_conv_1x1~2|,65.9067,4.357514,7.499760,0.656920,2.811310,2.174080,2.163360
1091,|none~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,61.2533,4.759660,21.364021,-1.000000,8.236840,3.402880,2.905760
1092,|none~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|,51.0467,5.345712,24.241112,-1.000000,11.697300,6.106240,3.209760
1093,|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|none~0|nor_conv_3x3~1|nor_conv_3x3~2|,66.4867,6.837883,56.395672,1.375382,24.105200,7.826560,5.830560
1094,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|none~0|none~1|skip_connect~2|,57.4133,4.078555,27.142278,-1.000000,11.398400,6.106240,3.209760
1095,|none~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,64.2733,3.830395,10.063216,-1.000000,4.756550,3.648640,2.572960
1096,|none~0|+|skip_connect~0|nor_conv_3x3~1|+|none~0|none~1|nor_conv_3x3~2|,67.6400,4.160480,35.019310,-1.000000,13.834400,4.631680,3.648160
1097,|skip_connect~0|+|skip_connect~0|skip_connect~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_1x1~2|,56.3467,4.186416,12.295237,-1.000000,3.720440,3.402880,2.057760
1098,|avg_pool_3x3~0|+|none~0|none~1|+|nor_conv_1x1~0|none~1|avg_pool_3x3~2|,62.3867,3.270230,8.046213,-1.000000,3.384360,4.877440,2.467360
1099,|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|none~2|,67.4333,2.066274,18.952139,0.512400,6.647150,7.580800,5.315360
1100,|skip_connect~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|none~0|nor_conv_1x1~1|avg_pool_3x3~2|,64.6600,6.493502,17.972258,1.038134,4.632420,3.894400,3.088160
1101,|avg_pool_3x3~0|+|none~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,63.5400,5.976515,24.981633,1.368785,9.856620,6.352000,3.724960
1102,|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,66.3600,5.708966,27.752782,1.228488,9.538280,5.123200,3.830560
1103,|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|skip_connect~2|,58.3867,5.693173,25.055719,1.152499,9.376080,4.877440,3.315360
1104,|nor_conv_3x3~0|+|none~0|skip_connect~1|+|none~0|avg_pool_3x3~1|none~2|,60.3267,3.083849,21.374526,-1.000000,8.649390,4.631680,2.800160
1105,|avg_pool_3x3~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|none~1|nor_conv_1x1~2|,69.5333,4.340949,38.160408,0.794810,14.303300,6.352000,4.572960
1106,|skip_connect~0|+|none~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_1x1~1|avg_pool_3x3~2|,52.5333,5.007305,14.894211,1.202878,5.487500,4.877440,2.467360
1107,|skip_connect~0|+|none~0|none~1|+|avg_pool_3x3~0|none~1|skip_connect~2|,46.7200,2.778192,5.324117,0.662640,3.098160,3.157120,1.542560
1108,|nor_conv_1x1~0|+|none~0|nor_conv_1x1~1|+|none~0|skip_connect~1|nor_conv_1x1~2|,63.2200,5.082626,11.708949,0.718189,3.839940,2.419840,2.678560
1109,|nor_conv_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|none~0|avg_pool_3x3~1|none~2|,60.8267,3.145142,22.430782,-1.000000,9.628390,7.580800,3.619360
1110,|nor_conv_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|skip_connect~0|none~1|none~2|,58.4533,1.451211,2.855952,0.355938,1.478350,3.402880,2.905760
1111,|skip_connect~0|+|nor_conv_3x3~0|skip_connect~1|+|skip_connect~0|skip_connect~1|none~2|,54.9133,2.439251,2.828209,0.440679,1.558240,3.157120,2.390560
1112,|nor_conv_3x3~0|+|skip_connect~0|none~1|+|nor_conv_1x1~0|skip_connect~1|none~2|,68.1867,4.186087,22.515675,0.658959,8.976120,3.402880,2.905760
1113,|nor_conv_1x1~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,67.2733,6.886282,12.254540,0.916116,4.972260,2.665600,3.193760
1114,|none~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|skip_connect~1|nor_conv_3x3~2|,70.8000,4.499660,33.277428,0.733013,14.684000,4.631680,3.648160
1115,|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|,67.6800,6.099496,43.709925,-1.000000,19.098100,7.826560,4.982560
1116,|none~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_3x3~1|skip_connect~2|,46.6667,5.004020,22.292603,-1.000000,9.786940,4.631680,2.800160
1117,|none~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,65.5200,6.528115,26.926309,-1.000000,10.754400,3.894400,3.936160
1118,|nor_conv_3x3~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|none~1|none~2|,47.1000,2.001643,21.498403,-1.000000,9.851330,4.631680,2.800160
1119,|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|skip_connect~2|,45.1400,4.947467,10.714259,1.233241,5.852440,4.877440,2.467360
1120,|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,71.0000,7.594819,58.709993,1.739783,25.092200,8.072320,6.345760
1121,|nor_conv_3x3~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|avg_pool_3x3~1|avg_pool_3x3~2|,67.0600,6.708975,31.366344,1.533845,13.234100,6.597760,4.240160
1122,|skip_connect~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|,68.8000,6.294026,43.308477,1.369229,18.302200,6.597760,5.088160
1123,|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|skip_connect~1|avg_pool_3x3~2|,62.5400,5.923953,17.812361,1.249102,6.539590,5.123200,2.982560
1124,|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|avg_pool_3x3~2|,64.0533,6.658058,45.632177,1.934571,20.040800,9.055360,4.876960
1125,|avg_pool_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|,10.7800,4.543219,11.020561,1.600704,6.695090,6.106240,2.361760
1126,|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,65.9733,6.823215,44.764928,1.562901,19.125100,7.826560,4.982560
1127,|nor_conv_3x3~0|+|nor_conv_1x1~0|none~1|+|skip_connect~0|skip_connect~1|none~2|,67.1200,3.401504,22.650981,-1.000000,9.038260,3.402880,2.905760
1128,|avg_pool_3x3~0|+|nor_conv_3x3~0|none~1|+|avg_pool_3x3~0|none~1|skip_connect~2|,65.3200,3.916516,22.446978,0.844391,9.878230,6.106240,3.209760
1129,|skip_connect~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|,66.5400,6.191430,40.730841,1.549160,19.120200,7.826560,4.982560
1130,|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|none~1|nor_conv_3x3~2|,70.0733,5.787187,43.428328,1.269531,18.244600,6.597760,5.088160
1131,|skip_connect~0|+|none~0|none~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_3x3~2|,67.5533,4.705682,34.435596,-1.000000,15.022200,4.631680,3.648160
1132,|nor_conv_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|none~0|avg_pool_3x3~1|skip_connect~2|,61.7533,5.779591,25.755815,1.470455,13.238800,7.580800,3.619360
1133,|skip_connect~0|+|none~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|none~2|,63.2133,2.924542,26.024977,-1.000000,10.647700,4.877440,3.315360
1134,|avg_pool_3x3~0|+|none~0|nor_conv_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,49.0400,5.964608,33.990467,1.741717,14.866500,9.055360,4.028960
1135,|nor_conv_1x1~0|+|skip_connect~0|none~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_3x3~2|,67.8867,4.827318,24.890302,0.997988,10.775900,4.877440,3.315360
1136,|nor_conv_1x1~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|avg_pool_3x3~2|,66.4267,6.450529,25.054309,1.349456,12.392100,6.352000,3.724960
1137,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|skip_connect~2|,64.2067,6.498442,28.337966,1.453880,13.397400,6.597760,4.240160
1138,|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,68.8333,5.630503,27.567390,-1.000000,11.526200,5.123200,3.830560
1139,|nor_conv_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,69.3333,6.212478,41.691503,1.054717,16.632000,5.123200,4.678560
1140,|none~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|nor_conv_3x3~1|none~2|,58.4600,2.810044,18.963193,-1.000000,8.208070,4.631680,2.800160
1141,|none~0|+|none~0|skip_connect~1|+|nor_conv_1x1~0|none~1|skip_connect~2|,61.9667,3.901401,4.910717,0.395471,2.193390,1.928320,1.648160
1142,|nor_conv_3x3~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|none~2|,63.4933,3.127623,34.447736,0.619528,14.533900,6.352000,4.572960
1143,|none~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,59.8267,6.591573,27.899950,-1.000000,14.236300,7.826560,4.134560
1144,|nor_conv_1x1~0|+|none~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,68.9133,6.222334,41.572514,0.958667,16.687100,5.123200,4.678560
1145,|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,69.9133,6.966338,64.988594,1.254638,28.421900,7.580800,6.163360
1146,|nor_conv_1x1~0|+|none~0|none~1|+|none~0|skip_connect~1|none~2|,62.2267,2.744317,4.893509,0.397636,2.190240,1.928320,1.648160
1147,|skip_connect~0|+|skip_connect~0|none~1|+|skip_connect~0|nor_conv_1x1~1|none~2|,63.9933,2.564287,5.107555,0.525825,2.371520,1.928320,1.648160
1148,|none~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_3x3~2|,68.9600,5.992990,41.043967,-1.000000,17.357200,6.352000,4.572960
1149,|nor_conv_3x3~0|+|none~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_3x3~2|,69.4200,6.390433,54.951927,-1.000000,24.052400,7.826560,5.830560
1150,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,63.4000,6.057887,34.184715,1.421052,13.267200,6.597760,4.240160
1151,|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,64.0333,5.966582,18.073869,0.805219,4.169100,2.419840,2.678560
1152,|skip_connect~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|none~2|,62.9933,3.457708,7.698071,0.568076,3.159320,5.123200,2.982560
1153,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|none~2|,64.3333,2.793746,22.504733,-1.000000,9.805530,6.352000,3.724960
1154,|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|none~2|,69.0933,4.349132,55.188529,-1.000000,22.412000,6.352000,5.420960
1155,|avg_pool_3x3~0|+|skip_connect~0|skip_connect~1|+|nor_conv_3x3~0|none~1|avg_pool_3x3~2|,57.3600,4.996657,24.113040,1.288947,11.604800,6.106240,3.209760
1156,|nor_conv_1x1~0|+|none~0|none~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,68.6467,5.685968,53.305524,-1.000000,22.523500,6.352000,5.420960
1157,|none~0|+|none~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_3x3~1|skip_connect~2|,67.5533,5.596399,38.451600,-1.000000,15.702300,4.877440,4.163360
1158,|none~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,40.8067,6.169353,28.142638,-1.000000,15.150400,9.055360,4.028960
1159,|skip_connect~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|,57.7600,5.793190,42.728866,1.702420,18.402800,7.580800,4.467360
1160,|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,70.5800,7.761226,85.453555,1.566248,35.616700,9.301120,7.936160
1161,|avg_pool_3x3~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|nor_conv_3x3~1|skip_connect~2|,67.9000,5.661545,55.559647,-1.000000,23.335700,7.580800,5.315360
1162,|none~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_1x1~2|,69.6267,6.488914,53.979354,-1.000000,22.541800,6.352000,5.420960
1163,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|none~2|,57.0800,3.143411,11.576181,-1.000000,3.842180,5.123200,3.830560
1164,|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|skip_connect~0|none~1|none~2|,58.1333,1.564550,2.810446,0.374452,1.476520,3.157120,1.542560
1165,|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_3x3~2|,69.3933,5.906053,41.690925,1.048296,16.565700,5.123200,4.678560
1166,|skip_connect~0|+|none~0|none~1|+|skip_connect~0|skip_connect~1|none~2|,55.1333,2.442441,2.865332,0.444069,1.553500,1.682560,1.132960
1167,|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,69.6000,8.199372,60.850987,1.725112,25.077400,8.072320,6.345760
1168,|nor_conv_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|skip_connect~0|avg_pool_3x3~1|avg_pool_3x3~2|,66.5467,6.169529,31.070689,1.534873,12.495800,6.352000,3.724960
1169,|nor_conv_3x3~0|+|skip_connect~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,68.2133,5.700889,42.376076,1.235237,17.556000,6.352000,4.572960
1170,|nor_conv_1x1~0|+|skip_connect~0|skip_connect~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,68.3267,6.172786,29.305955,1.298033,11.632300,5.123200,3.830560
1171,|skip_connect~0|+|nor_conv_1x1~0|none~1|+|none~0|nor_conv_1x1~1|none~2|,62.3267,2.882638,7.450604,-1.000000,3.162530,2.174080,2.163360
1172,|nor_conv_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|skip_connect~0|skip_connect~1|none~2|,67.3600,3.429794,20.410027,0.599518,8.156000,4.631680,3.648160
1173,|nor_conv_3x3~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,69.4133,6.926928,48.127164,1.650954,20.027600,8.072320,5.497760
1174,|avg_pool_3x3~0|+|none~0|none~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_3x3~2|,62.0200,4.241586,25.097937,-1.000000,10.746300,4.877440,3.315360
1175,|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_3x3~1|none~2|,66.4867,3.753896,24.437088,0.881179,10.554500,6.352000,3.724960
1176,|nor_conv_3x3~0|+|none~0|nor_conv_1x1~1|+|nor_conv_3x3~0|skip_connect~1|none~2|,67.2800,4.184155,37.814276,-1.000000,15.713800,4.877440,4.163360
1177,|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_3x3~0|skip_connect~1|skip_connect~2|,70.6667,6.266460,49.778610,1.174331,21.779100,6.106240,4.905760
1178,|avg_pool_3x3~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_3x3~2|,65.9467,5.761485,26.515139,1.109677,11.564400,5.123200,3.830560
1179,|avg_pool_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|none~1|nor_conv_1x1~2|,58.8600,4.319730,10.305501,1.005988,5.602620,4.877440,2.467360
1180,|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|,68.7067,5.732203,41.158479,1.329870,17.546800,6.352000,4.572960
1181,|none~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|,66.0933,4.992752,22.379344,0.848021,9.803780,4.631680,2.800160
1182,|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_3x3~1|skip_connect~2|,43.6133,4.923086,25.986178,-1.000000,11.770200,6.106240,3.209760
1183,|nor_conv_1x1~0|+|skip_connect~0|skip_connect~1|+|skip_connect~0|skip_connect~1|skip_connect~2|,57.8333,4.754128,5.345441,0.664677,2.597290,1.928320,1.648160
1184,|avg_pool_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|none~2|,40.5000,3.396297,13.780030,1.403493,6.480230,9.055360,3.180960
1185,|none~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|none~0|nor_conv_3x3~1|nor_conv_3x3~2|,64.4467,5.966849,41.196448,-1.000000,16.431100,5.123200,4.678560
1186,|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,64.5267,6.882052,46.334713,1.633535,19.328600,7.826560,4.982560
1187,|none~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|none~1|nor_conv_3x3~2|,65.6133,4.127507,20.878654,0.528683,8.694660,3.402880,2.905760
1188,|none~0|+|skip_connect~0|none~1|+|nor_conv_1x1~0|skip_connect~1|none~2|,62.4867,2.828069,4.834680,0.572094,2.191220,1.928320,1.648160
1189,|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|nor_conv_1x1~2|,70.1067,6.702428,56.168528,-1.000000,24.048300,7.826560,5.830560
1190,|avg_pool_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|avg_pool_3x3~0|none~1|nor_conv_3x3~2|,66.3133,4.136152,41.248481,-1.000000,18.109700,7.580800,4.467360
1191,|avg_pool_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,63.3067,5.385361,43.379974,1.841791,19.948700,9.055360,4.876960
1192,|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,68.4200,5.944958,27.443393,1.213406,11.587400,5.123200,3.830560
1193,|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|avg_pool_3x3~0|none~1|skip_connect~2|,65.6333,3.624096,38.281080,-1.000000,16.508900,6.106240,4.057760
1194,|skip_connect~0|+|none~0|none~1|+|none~0|skip_connect~1|none~2|,58.1133,2.391434,2.716798,0.377547,1.475890,1.682560,1.132960
1195,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,70.1467,7.642260,59.219444,1.755383,25.049400,8.072320,6.345760
1196,|nor_conv_1x1~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|none~1|none~2|,67.0667,1.866112,18.918941,0.490226,7.974470,4.877440,4.163360
1197,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|none~0|nor_conv_3x3~1|nor_conv_3x3~2|,60.6533,6.033196,55.457105,1.575733,24.918500,9.055360,5.724960
1198,|avg_pool_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_3x3~0|skip_connect~1|none~2|,65.7267,3.718681,21.752875,0.839827,9.865580,6.106240,3.209760
1199,|nor_conv_1x1~0|+|skip_connect~0|nor_conv_1x1~1|+|skip_connect~0|avg_pool_3x3~1|none~2|,64.0600,3.832579,7.781017,0.750224,4.020450,3.648640,2.572960
1200,|skip_connect~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|avg_pool_3x3~2|,56.2533,5.993295,27.098745,1.490104,12.538600,6.352000,3.724960
1201,|none~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|nor_conv_1x1~1|avg_pool_3x3~2|,46.4067,5.107684,14.291497,-1.000000,5.674530,4.877440,2.467360
1202,|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|,53.3533,5.258389,14.913909,1.079415,5.763030,4.877440,2.467360
1203,|nor_conv_3x3~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|none~1|nor_conv_3x3~2|,67.7933,4.910207,37.020449,0.989392,16.418600,6.106240,4.057760
1204,|none~0|+|nor_conv_1x1~0|none~1|+|skip_connect~0|skip_connect~1|nor_conv_1x1~2|,66.7733,4.380455,7.270641,0.541732,3.119560,2.174080,2.163360
1205,|nor_conv_1x1~0|+|nor_conv_3x3~0|skip_connect~1|+|skip_connect~0|none~1|skip_connect~2|,67.8000,5.241518,22.520211,0.743189,9.131210,3.402880,2.905760
1206,|skip_connect~0|+|skip_connect~0|none~1|+|nor_conv_1x1~0|skip_connect~1|avg_pool_3x3~2|,55.8800,4.607234,12.079941,0.857770,4.107950,3.402880,2.057760
1207,|none~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|skip_connect~1|nor_conv_3x3~2|,67.2533,5.125380,21.231069,-1.000000,8.834610,3.402880,2.905760
1208,|avg_pool_3x3~0|+|nor_conv_3x3~0|none~1|+|none~0|nor_conv_3x3~1|nor_conv_1x1~2|,68.9933,5.040622,40.472744,-1.000000,17.087600,6.352000,4.572960
1209,|none~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_1x1~0|avg_pool_3x3~1|skip_connect~2|,62.1000,6.723790,12.372625,-1.000000,5.762000,3.894400,3.088160
1210,|none~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|nor_conv_3x3~0|skip_connect~1|none~2|,67.6000,2.785821,18.704409,0.517204,7.934480,4.877440,3.315360
1211,|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|none~1|avg_pool_3x3~2|,60.4133,4.778295,7.796106,0.780189,4.019570,3.402880,2.057760
1212,|skip_connect~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|none~0|avg_pool_3x3~1|none~2|,47.0200,2.847657,5.354768,0.611969,3.102670,4.877440,2.467360
1213,|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,66.0267,3.749056,22.900833,1.039731,9.870730,4.631680,2.800160
1214,|avg_pool_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|none~0|skip_connect~1|skip_connect~2|,57.2600,4.752226,22.249336,1.001132,9.956640,4.631680,2.800160
1215,|none~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,62.4200,4.502130,7.325109,0.672937,3.171040,2.174080,2.163360
1216,|none~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|none~0|nor_conv_1x1~1|nor_conv_3x3~2|,57.9467,5.957813,27.534635,-1.000000,11.428500,5.123200,3.830560
1217,|skip_connect~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,69.4400,7.086325,32.456605,1.009577,11.635100,4.140160,4.451360
1218,|nor_conv_3x3~0|+|none~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|skip_connect~2|,66.0600,5.530772,37.479618,1.047974,16.363000,6.106240,4.057760
1219,|skip_connect~0|+|none~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_3x3~1|none~2|,67.1333,3.527374,39.223627,-1.000000,15.748200,4.877440,4.163360
1220,|none~0|+|none~0|none~1|+|nor_conv_3x3~0|skip_connect~1|avg_pool_3x3~2|,67.4467,4.242110,21.545068,-1.000000,9.760270,4.631680,2.800160
1221,|avg_pool_3x3~0|+|skip_connect~0|skip_connect~1|+|avg_pool_3x3~0|none~1|skip_connect~2|,34.5200,4.013591,12.201659,0.985525,4.955160,4.631680,1.952160
1222,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|,54.8467,5.888586,43.391320,1.819796,20.060700,9.055360,4.876960
1223,|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|skip_connect~2|,67.6400,5.763402,39.665386,0.996122,15.903700,4.877440,4.163360
1224,|nor_conv_1x1~0|+|skip_connect~0|none~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,67.4333,2.580848,22.323419,-1.000000,9.021420,3.402880,2.905760
1225,|avg_pool_3x3~0|+|skip_connect~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,59.8133,5.375562,12.926663,1.265151,6.629000,5.123200,2.982560
1226,|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|avg_pool_3x3~0|none~1|nor_conv_1x1~2|,68.4200,5.788569,26.847837,1.176957,12.310600,5.368960,4.345760
1227,|skip_connect~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|none~1|skip_connect~2|,66.9800,3.328314,20.194467,0.658558,8.211610,3.157120,2.390560
